order_id,order_date,region,store_name,product_category,product_name,quantity,unit_price_ngn,total_sales_ngn,customer_segment
BM-10194,20/10/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Bluetooth Earphones,3,10643,31929,Retail
BM-12044,20/10/2025,Ibadan,Bloom Mart Ring Road,Health & Beauty,Shea Butter Soap Pack,1,3548,3548,Wholesale
BM-10039,20/10/2025,Port Harcourt,Bloom Mart GRA,Grocery,Sugar 2kg,1,2789,2789,Wholesale
BM-10033,20/10/2025,Port Harcourt,Bloom Mart GRA,Grocery,Tomato Paste (12pk),1,6965,6965,Wholesale
BM-11552,20/10/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,13874,13874,Retail
BM-10074,20/10/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Non-stick Frying Pan,1,9023,9023,Wholesale
BM-10589,20/10/2025,Abuja,Bloom Mart Garki,Grocery,Sugar 2kg,1,2703,2703,Wholesale
BM-10431,21/10/2025,Lagos,Bloom Mart Ikeja,Electronics,Phone Charger Cable,1,2640,2640,Retail
BM-11675,21/10/2025,Abuja,Bloom Mart Wuse,Electronics,Power Bank 10000mAh,1,13870,13870,Corporate
BM-11423,21/10/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,14938,14938,Corporate
BM-11477,22/10/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,2,6887,13774,Retail
BM-11477,22/10/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,2,6887,13774,Retail
BM-10499,22/10/2025,lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,1,7333,7333,Wholesale
BM-11224,22/10/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Storage Container Set,1,6359,6359,Retail
BM-11767,22/10/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,1,6980,6980,Retail
BM-11801,23/10/2025,Port Harcourt,Bloom Mart Rumuola,Office Supplies,A4 Paper Ream,1,4692,4692,Corporate
BM-11049,23/10/2025,Abuja,Bloom Mart Garki,Grocery,Rice 5kg Bag,1,6205,6205,Corporate
BM-10191,23/10/2025,Abuja,Bloom Mart Garki,Electronics,Power Bank 10000mAh,1,14475,14475,Wholesale
BM-11253,23/10/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ankara Fabric (6yds),2,17508,35016,Retail
BM-12052,23/10/2025,Lagos,Bloom Mart Surulere,Office Supplies,Ballpoint Pens (10pk),1,1546,1546,Retail
BM-10205,24/10/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Men's Polo Shirt,3,7534,22602,Retail
BM-10947,24/10/2025,Lagos,Bloom Mart Surulere,Health & Beauty,Body Lotion 400ml,1,4091,4091,Retail
BM-11151,24/10/2025,Abuja,Bloom Mart Garki,Health & Beauty,Shea Butter Soap Pack,1,3325,3325,Wholesale
BM-11413,24/10/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Ankara Fabric (6yds),3,19092,57276,Corporate
BM-10156,24/10/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Kids School Bag,1,8745,8745,Corporate
BM-11194,24/10/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Kids School Bag,4,8513,34052,Corporate
BM-10090,24/10/2025,lagos,Bloom Mart Surulere,Grocery,Rice 5kg Bag,1,6064,6064,Wholesale
BM-10691,24/10/2025,Ibadan,Bloom Mart Ring Road,Grocery,Rice 5kg Bag,1,5996,5996,Wholesale
BM-11388,24/10/2025,Ibadan,Bloom Mart Bodija,Grocery,Tomato Paste (12pk),1,7311,7311,Retail
BM-11157,25/10/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Ankara Fabric (6yds),1,17623,17623,Wholesale
BM-11945,25/10/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ankara Fabric (6yds),1,17562,17562,Retail
BM-11727,25/10/2025,Ibadan,Bloom Mart Ring Road,Grocery,Sugar 2kg,1,2658,2658,Wholesale
BM-10335,25/10/2025,Abuja,Bloom Mart Wuse,Grocery,Vegetable Oil 4L,1,9219,9219,Corporate
BM-11876,25/10/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,2,8077,16154,Corporate
BM-11557,25/10/2025,Port Harcourt,Bloom Mart GRA,Electronics,LED Desk Lamp,1,7158,7158,Corporate
BM-11315,25/10/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,2,11571,23142,Retail
BM-10860,25/10/2025,Abuja,Bloom Mart Garki,Grocery,Sugar 2kg,1,2563,2563,Wholesale
BM-11185,25/10/2025,Ibadan,Bloom Mart Ring Road,Electronics,Power Bank 10000mAh,1,14428,14428,Retail
BM-10745,26/10/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,2,11051,22102,Retail
BM-12099,26/10/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Kids School Bag,1,8736,8736,Corporate
BM-10181,27/10/2025,Abuja,Bloom Mart Wuse,Electronics,Bluetooth Earphones,1,11118,11118,Retail
BM-10512,27/10/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ladies Sandals,2,9998,19996,Corporate
BM-10395,27/10/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Electric Kettle,2,9854,19708,Retail
BM-10386,27/10/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Men's Polo Shirt,2,6745,13490,Retail
BM-11144,27/10/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Electric Kettle,1,9513,9513,
BM-11215,27/10/2025,Lagos,,Electronics,Phone Charger Cable,1,2472,2472,Retail
BM-11228,28/10/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Electric Kettle,1,9120,9120,Wholesale
BM-10681,28/10/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,0,6628,0,Wholesale
BM-10901,28/10/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,1,7498,7498,Corporate
BM-10513,28/10/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Kids School Bag,1,8297,8297,Retail
BM-11379,28/10/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Storage Container Set,2,6445,12890,Corporate
BM-12006,29/10/2025,Ibadan,Bloom Mart Ring Road,Grocery,Vegetable Oil 4L,3,8944,26832,Retail
BM-10575,29/10/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Storage Container Set,2,6306,12612,Retail
BM-10972,29/10/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ankara Fabric (6yds),2,18443,36886,Retail
BM-11941,29/10/2025,Ibadan,Bloom Mart Bodija,Grocery,Vegetable Oil 4L,2,9393,18786,Retail
BM-10140,29/10/2025,Ibadan,Bloom Mart Bodija,Electronics,Phone Charger Cable,1,2544,2544,Retail
BM-11307,29/10/2025,Lagos,Bloom Mart Surulere,Office Supplies,A4 Paper Ream,5,4724,23620,Retail
BM-10045,29/10/2025,Abuja,Bloom Mart Garki,Electronics,Power Bank 10000mAh,3,14344,43032,Retail
BM-10354,30/10/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,2,13934,27868,Wholesale
BM-11534,30/10/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,1,9662,9662,Retail
BM-11565,30/10/2025,Lagos,Bloom Mart Ikeja,Office Supplies,Ballpoint Pens (10pk),1,1544,1544,Retail
BM-11892,30/10/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Cutlery Set (24pc),1,12069,12069,Retail
BM-11098,30/10/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,2,7883,15766,Wholesale
BM-10642,30/10/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2533,2533,Wholesale
BM-11324,30/10/2025,port harcourt ,Bloom Mart Rumuola,Home & Kitchen,Non-stick Frying Pan,2,8879,17758,Corporate
BM-11563,30/10/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Kids School Bag,1,8531,8531,Retail
BM-11599,30/10/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Unisex Cap,0,2899,0,Retail
BM-11558,30/10/2025,Lagos,Bloom Mart Lekki,Electronics,Bluetooth Earphones,1,10713,10713,Wholesale
BM-10296,30/10/2025,PH,Bloom Mart Rumuola,Fashion & Apparel,Kids School Bag,1,8837,8837,Wholesale
BM-11902,30/10/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Shea Butter Soap Pack,1,3761,3761,Corporate
BM-11695,30/10/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,1,10882,10882,Wholesale
BM-10637,30/10/2025,Abuja,Bloom Mart Wuse,Electronics,Phone Charger Cable,1,2657,2657,Retail
BM-10805,31/10/2025,Abuja,Bloom Mart Wuse,Grocery,Vegetable Oil 4L,1,8858,8858,Retail
BM-10515,31/10/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Electric Kettle,2,9089,18178,Wholesale
BM-10994,31/10/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Kids School Bag,1,8100,8100,Retail
BM-11734,31/10/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Kids School Bag,1,8800,8800,Corporate
BM-11742,31/10/2025,Lagos,Bloom Mart Surulere,Grocery,Vegetable Oil 4L,1,9517,9517,
BM-11642,31/10/2025,Abuja,Bloom Mart Wuse,Electronics,Bluetooth Earphones,1,10628,10628,Retail
BM-11804,01/11/2025,Lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,1,15408,15408,Retail
BM-10032,01/11/2025,Lagos,Bloom Mart Ikeja,Office Supplies,Notebook Pack,3,3390,10170,Retail
BM-10766,02/11/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Non-stick Frying Pan,1,8837,8837,Retail
BM-10095,02/11/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Men's Polo Shirt,1,7445,7445,Retail
BM-10295,02/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,1,6356,6356,Retail
BM-11553,02/11/2025,Lagos,Bloom Mart Lekki,Office Supplies,Ballpoint Pens (10pk),1,1547,1547,Retail
BM-10327,02/11/2025,Lagos,Bloom Mart Lekki,Grocery,Vegetable Oil 4L,1,9434,9434,Corporate
BM-10322,02/11/2025,Ibadan,Bloom Mart Ring Road,Health & Beauty,Shea Butter Soap Pack,2,3720,7440,Wholesale
BM-10057,02/11/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Non-stick Frying Pan,1,9005,9005,Retail
BM-10710,02/11/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Kids School Bag,1,8976,8976,Retail
BM-10256,02/11/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Ladies Sandals,1,10035,10035,Retail
BM-10912,02/11/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2665,2665,Corporate
BM-10682,03/11/2025,Port Harcourt,Bloom Mart GRA,Fashion & Apparel,Ladies Sandals,5,9704,48520,Wholesale
BM-10748,03/11/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,1,10966,10966,Retail
BM-11184,03/11/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Cutlery Set (24pc),5,11418,57090,Retail
BM-12020,03/11/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,4,6947,27788,Retail
BM-10879,03/11/2025,Lagos,Bloom Mart Ikeja,Grocery,Vegetable Oil 4L,1,8623,8623,Retail
BM-10064,04/11/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,1,12065,12065,Wholesale
BM-11386,04/11/2025,Ibadan,Bloom Mart Bodija,electronics ,Power Bank 10000mAh,1,15011,15011,Retail
BM-10370,04/11/2025,Ibadan,Bloom Mart Ring Road,Grocery,Rice 5kg Bag,1,6134,6134,Retail
BM-11475,04/11/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,1,2531,2531,Retail
BM-11093,04/11/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,3,15179,45537,Retail
BM-11418,05/11/2025,Port Harcourt,Bloom Mart GRA,Grocery,Rice 5kg Bag,1,6507,6507,Retail
BM-11990,05/11/2025,Port Harcourt,Bloom Mart GRA,Electronics,Bluetooth Earphones,2,10711,21422,Retail
BM-11443,05/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8099,8099,Corporate
BM-11637,05/11/2025,Lagos,Bloom Mart Ikeja,Grocery,Rice 5kg Bag,1,6420,6420,Retail
BM-11977,05/11/2025,Port Harcourt,Bloom Mart Rumuola,Health & Beauty,Hair Cream,1,4042,4042,Wholesale
BM-10911,05/11/2025,Ibadan,Bloom Mart Ring Road,Grocery,Spaghetti Carton,1,11131,11131,Retail
BM-11787,05/11/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Toothpaste (3pk),1,2006,2006,Retail
BM-12094,06/11/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Body Lotion 400ml,1,4230,4230,Retail
BM-11527,06/11/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Storage Container Set,2,6557,13114,Corporate
BM-10393,06/11/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Non-stick Frying Pan,1,8378,8378,Corporate
BM-11847,06/11/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Ankara Fabric (6yds),1,18514,18514,Wholesale
BM-11239,06/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Storage Container Set,2,6577,13154,Retail
BM-11673,06/11/2025,Port Harcourt,Bloom Mart GRA,Grocery,Tomato Paste (12pk),4,7399,29596,Retail
BM-11772,06/11/2025,Port Harcourt,Bloom Mart GRA,Fashion & Apparel,Ladies Sandals,2,10085,20170,Retail
BM-11673,06/11/2025,Port Harcourt,Bloom Mart GRA,Grocery,Tomato Paste (12pk),4,7399,29596,Retail
BM-11749,06/11/2025,Ibadan,Bloom Mart Ring Road,Electronics,Bluetooth Earphones,1,11056,11056,Corporate
BM-10953,06/11/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Blender 1.5L,1,15027,15027,Wholesale
BM-10196,06/11/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Storage Container Set,1,6433,6433,Corporate
BM-11723,06/11/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Ladies Sandals,1,10230,10230,Wholesale
BM-11559,07/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8627,8627,Retail
BM-10233,07/11/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ladies Sandals,2,9343,18686,Corporate
BM-10044,07/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Cutlery Set (24pc),1,12470,12470,Retail
BM-11989,07/11/2025,Abuja,Bloom Mart Garki,Health & Beauty,Body Lotion 400ml,4,4111,16444,Retail
BM-11082,07/11/2025,Abuja,Bloom Mart Garki,Office Supplies,Notebook Pack,2,3185,6370,Corporate
BM-12102,07/11/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Cutlery Set (24pc),1,12902,12902,Retail
BM-10792,07/11/2025,Lagos,Bloom Mart Surulere,Grocery,Tomato Paste (12pk),1,7286,7286,Corporate
BM-10980,07/11/2025,Lagos,Bloom Mart Surulere,Electronics,Phone Charger Cable,2,2475,4950,Corporate
BM-10600,07/11/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ankara Fabric (6yds),2,17563,35126,Wholesale
BM-11137,08/11/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Unisex Cap,2,2903,5806,Wholesale
BM-10314,08/11/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Kids School Bag,1,8891,8891,Retail
BM-10126,08/11/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Kids School Bag,1,8773,8773,Retail
BM-11306,08/11/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,1,2560,2560,Corporate
BM-11711,08/11/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ankara Fabric (6yds),2,17494,34988,Wholesale
BM-11954,09/11/2025,Lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,1,15019,15019,Retail
BM-10547,09/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Non-stick Frying Pan,1,9029,9029,Corporate
BM-10253,09/11/2025,Abuja,Bloom Mart Garki,Electronics,Extension Socket,1,5733,5733,Retail
BM-10798,09/11/2025, Lagos,Bloom Mart Lekki,Fashion & Apparel,Men's Polo Shirt,2,7413,14826,Wholesale
BM-10210,09/11/2025,Ibadan,Bloom Mart Ring Road,Grocery,Vegetable Oil 4L,2,8705,17410,Retail
BM-11004,09/11/2025,port harcourt ,Bloom Mart Rumuola,Home & Kitchen,Blender 1.5L,2,16423,32846,Retail
BM-10399,09/11/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Kids School Bag,3,8086,24258,Retail
BM-10176,09/11/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,4,7780,31120,Wholesale
BM-11479,10/11/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Electric Kettle,2,9746,19492,Corporate
BM-11365,10/11/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,14876,14876,Corporate
BM-10034,10/11/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,1,2461,2461,Wholesale
BM-11342,10/11/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,2,10513,21026,Wholesale
BM-10309,11/11/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Shea Butter Soap Pack,2,3688,7376,Wholesale
BM-11320,11/11/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Men's Polo Shirt,1,6947,6947,Retail
BM-10405,11/11/2025,Port Harcourt,Bloom Mart GRA,Grocery,Rice 5kg Bag,1,6014,6014,Retail
BM-11765,11/11/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Men's Polo Shirt,1,7478,7478,Corporate
BM-10608,11/11/2025,Ibadan,Bloom Mart Ring Road,Electronics,Phone Charger Cable,2,2574,5148,Retail
BM-11583,12/11/2025,Ibadan,Bloom Mart Bodija,Electronics,Phone Charger Cable,2,2382,4764,Retail
BM-11769,12/11/2025,Lagos,Bloom Mart Ikeja,Electronics,Extension Socket,2,6403,12806,Corporate
BM-11669,12/11/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Spaghetti Carton,2,11499,22998,Retail
BM-10778,12/11/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Toothpaste (3pk),1,2038,2038,Retail
BM-10955,12/11/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,14678,14678,Retail
BM-10421,12/11/2025,Port-Harcourt,Bloom Mart GRA,Electronics,Bluetooth Earphones,2,10868,21736,Retail
BM-11769,12/11/2025,Lagos,Bloom Mart Ikeja,Electronics,Extension Socket,2,6403,12806,Corporate
BM-12002,12/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Non-stick Frying Pan,2,8383,16766,Retail
BM-11314,13/11/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,0,3114,0,Retail
BM-10769,13/11/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Kids School Bag,1,8703,8703,Corporate
BM-11797,13/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Non-stick Frying Pan,1,8861,8861,Retail
BM-10069,13/11/2025,Ibadan,Bloom Mart Bodija,Grocery,Sugar 2kg,2,2656,5312,Retail
BM-10679,13/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Electric Kettle,1,9544,9544,Retail
BM-10267,14/11/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Kids School Bag,1,9025,9025,Retail
BM-11747,14/11/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Cutlery Set (24pc),3,12583,37749,Retail
BM-11362,14/11/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Sugar 2kg,1,2479,2479,Retail
BM-11622,14/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Electric Kettle,2,9177,18354,Retail
BM-10898,14/11/2025,Abuja,Bloom Mart Wuse,Electronics,Phone Charger Cable,1,2394,2394,Retail
BM-11608,14/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Blender 1.5L,1,16096,16096,Corporate
BM-11350,14/11/2025,Abuja,Bloom Mart Garki,Health & Beauty,Shea Butter Soap Pack,4,3392,13568,Wholesale
BM-11068,15/11/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Ladies Sandals,2,9035,18070,Retail
BM-10288,15/11/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Blender 1.5L,2,15171,30342,
BM-10502,15/11/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,4,6391,25564,Retail
BM-10759,15/11/2025,Ibadan,Bloom Mart Bodija,Grocery,Tomato Paste (12pk),1,7661,7661,Retail
BM-12010,15/11/2025,Abuja,Bloom Mart Garki,Electronics,LED Desk Lamp,2,7638,15276,Retail
BM-11648,15/11/2025,Lagos,Bloom Mart Ikeja,Toys & Games,Building Blocks Set,1,6230,6230,Wholesale
BM-11210,15/11/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Blender 1.5L,1,14814,14814,Retail
BM-10138,15/11/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Cutlery Set (24pc),2,11850,23700,Wholesale
BM-11519,15/11/2025,Ibadan,Bloom Mart Bodija,Grocery,Spaghetti Carton,1,11483,11483,Retail
BM-11440,15/11/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Cutlery Set (24pc),2,12649,25298,Retail
BM-11755,16/11/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Storage Container Set,2,6683,13366,Retail
BM-10937,16/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),1,11567,11567,Retail
BM-10351,16/11/2025,Ibadan,Bloom Mart Ring Road,Electronics,Phone Charger Cable,1,2572,2572,Retail
BM-11813,16/11/2025, Lagos,Bloom Mart Ikeja,Office Supplies,Ballpoint Pens (10pk),1,1569,1569,Retail
BM-11323,16/11/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,1,2608,2608,Retail
BM-11653,16/11/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Hair Cream,2,3818,7636,Corporate
BM-10630,16/11/2025,Port Harcourt,Bloom Mart Rumuola,Health & Beauty,Shea Butter Soap Pack,1,3669,3669,Retail
BM-10444,16/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Storage Container Set,1,6607,6607,Retail
BM-11190,17/11/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ankara Fabric (6yds),1,18798,18798,Wholesale
BM-10408,17/11/2025,Lagos,Bloom Mart Ikeja,Grocery,Tomato Paste (12pk),2,7147,14294,Wholesale
BM-10870,17/11/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Unisex Cap,2,2878,5756,Retail
BM-11123,17/11/2025,Port Harcourt,Bloom Mart GRA,Electronics,Bluetooth Earphones,1,11845,11845,Retail
BM-10134,17/11/2025,Lagos,Bloom Mart Lekki,home & kitchen ,Blender 1.5L,1,14861,14861,Retail
BM-11883,17/11/2025,Abuja,Bloom Mart Wuse,Toys & Games,Puzzle Game,2,3908,7816,Retail
BM-11045,18/11/2025,Port Harcourt,Bloom Mart Rumuola,Toys & Games,Building Blocks Set,3,6988,20964,Retail
BM-10706,18/11/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,4,9190,36760,Retail
BM-10888,18/11/2025,Port Harcourt,Bloom Mart GRA,Grocery,Tomato Paste (12pk),2,6885,13770,Retail
BM-11524,18/11/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Non-stick Frying Pan,1,9050,9050,Wholesale
BM-12004,18/11/2025,Abuja,Bloom Mart Wuse,Electronics,Power Bank 10000mAh,1,13806,13806,Retail
BM-10788,18/11/2025,Lagos,Bloom Mart Lekki,Grocery,Spaghetti Carton,2,11107,22214,Retail
BM-10858,19/11/2025,Lagos,Bloom Mart Lekki,grocery ,Rice 5kg Bag,1,6167,6167,Retail
BM-11794,19/11/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,2,3205,6410,Retail
BM-11812,19/11/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Hair Cream,1,3890,3890,Corporate
BM-10995,19/11/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Cutlery Set (24pc),2,12641,25282,Retail
BM-11156,19/11/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2622,2622,Retail
BM-10489,20/11/2025,Ibadan,Bloom Mart Ring Road,toys & games ,Puzzle Game,1,4069,4069,Retail
BM-11011,20/11/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Men's Polo Shirt,1,7482,7482,Retail
BM-10359,20/11/2025,Lagos,,Grocery,Rice 5kg Bag,1,6385,6385,Wholesale
BM-11355,20/11/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),1,12722,12722,Wholesale
BM-11331,20/11/2025,Lagos,Bloom Mart Lekki,Fashion & Apparel,Unisex Cap,1,2994,2994,Wholesale
BM-11770,20/11/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Storage Container Set,1,6889,6889,Retail
BM-11105,20/11/2025,Port Harcourt,Bloom Mart GRA,Grocery,Rice 5kg Bag,1,6486,6486,Retail
BM-12124,20/11/2025,Lagos,Bloom Mart Ikeja,Electronics,Extension Socket,1,6191,6191,Wholesale
BM-10101,20/11/2025,Ibadan,Bloom Mart Ring Road,Electronics,Power Bank 10000mAh,1,14870,14870,Wholesale
BM-11740,20/11/2025,Lagos,Bloom Mart Surulere,Electronics,Extension Socket,1,6117,6117,Retail
BM-10142,21/11/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Unisex Cap,1,2873,2873,Corporate
BM-10098,21/11/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,1,12362,12362,Retail
BM-10908,21/11/2025,Abuja,Bloom Mart Garki,Grocery,Spaghetti Carton,5,11821,59105,Retail
BM-11217,21/11/2025,Lagos,Bloom Mart Ikeja,Electronics,Phone Charger Cable,4,2646,10584,Corporate
BM-11993,22/11/2025,Port Harcourt,Bloom Mart GRA,Toys & Games,Puzzle Game,2,3821,7642,Retail
BM-11262,22/11/2025,Port-Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,2,2645,5290,Wholesale
BM-10678,22/11/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Toothpaste (3pk),1,2232,2232,Wholesale
BM-11925,22/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Blender 1.5L,1,16085,16085,Retail
BM-11564,22/11/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Body Lotion 400ml,1,4181,4181,Wholesale
BM-10794,22/11/2025,Abuja,Bloom Mart Garki,Electronics,LED Desk Lamp,1,7990,7990,Wholesale
BM-12123,22/11/2025,Port Harcourt,Bloom Mart Rumuola,Office Supplies,Ballpoint Pens (10pk),1,1612,1612,Wholesale
BM-11613,22/11/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Blender 1.5L,1,16624,16624,Corporate
BM-11844,22/11/2025,Lagos,Bloom Mart Ikeja,Electronics,LED Desk Lamp,1,7162,7162,Wholesale
BM-11911,23/11/2025,Port Harcourt,Bloom Mart GRA,Health & Beauty,Toothpaste (3pk),1,2227,2227,Retail
